flight_id,flight_number,flight_date,actual_flight_date,airline,status,delayed_flag,delay_int,total_passengers,baggage_weight,bike_bags,revenue_from_baggage,origin,destination,route_distance,ac_subtype,aircraft_manufacturer,fuel_efficiency,capacity,is_cancelled,is_delayed,month,day_of_week_num,day_of_week,rev_per_pax,rev_per_km,load_factor,fuel_efficiency_per_pax_km,avg_baggage_per_pax,passenger_density_per_km,bike_bag_pct
AAAA872,BA2349,2023-02-12,2023-02-12,BA,Scheduled,,,373,2916,880,45900,London,Basel,560,73H,Boeing,0.03374483,440.0,0,0,2.0,0.0,Sunday   ,123.05630026809652,81.96428571428571,0.8477272727272728,0.05066247935656836,7.81769436997319,0.6660714285714285,235.9249329758713
AAAA664,BA542,2023-02-12,2023-02-12,BA,Scheduled,,,0,6696,720,63659,Dubai,London,5168,772,Boeing,0.02009067,220.0,0,0,2.0,0.0,Sunday   ,,12.317917956656347,0.0,,,0.0,
AAAA744,BA631,2023-02-12,2023-02-12,BA,Scheduled,,,148,1116,27,48700,Kuala Lumpur,Jakarta,0,295,Boeing,0.04320443,400.0,0,0,2.0,0.0,Sunday   ,329.05405405405406,,0.37,,7.54054054054054,,18.243243243243242
AAAA327,BA948,2023-02-12,2023-02-12,BA,Scheduled,,,95,1260,1160,17368,São Paulo,London,9775,789,Boeing,0.02456933,550.0,0,0,2.0,0.0,Sunday   ,182.82105263157894,1.776777493606138,0.17272727272727273,2.528054744736842,13.263157894736842,0.009718670076726343,1221.0526315789475
AAAA990,BA1401,2023-02-13,2023-02-13,BA,Cancelled,,,23,1800,680,3900,London,Chicago,6612,73J,Boeing,0.02430067,330.0,1,0,2.0,1.0,Monday   ,169.56521739130434,0.5898366606170599,0.0696969696969697,6.985914349565218,78.26086956521739,0.0034785238959467633,2956.521739130435
AAAA994,BA1538,2023-02-13,2023-02-13,BA,Scheduled,,,148,2430,880,78708,London,Toulouse,997,73H,Boeing,0.03374483,440.0,0,0,2.0,1.0,Monday   ,531.8108108108108,78.94483450351053,0.33636363636363636,0.2273215912837838,16.41891891891892,0.14844533600802406,594.5945945945946
AAAA254,BA1997,2023-02-13,2023-02-13,BA,Cancelled,,,277,1728,640,43259,Lisbon,London,1846,,,,,1,0,2.0,1.0,Monday   ,156.1696750902527,23.43391115926327,,,6.23826714801444,0.15005417118093176,231.04693140794222
AAAA238,BA505,2023-02-13,2023-02-13,BA,Completed,N,0.0,46,3132,22,43606,London,Dubai,5168,73J,Boeing,0.02430067,330.0,0,0,2.0,1.0,Monday   ,947.9565217391304,8.437693498452012,0.1393939393939394,2.7301274469565215,68.08695652173913,0.00890092879256966,47.82608695652174
AAAA255,BA1374,2023-02-14,2023-02-14,BA,Cancelled,,,62,2430,13,30706,Helsinki,London,1521,73H,Boeing,0.03374483,440.0,1,0,2.0,2.0,Tuesday  ,495.258064516129,20.188034188034187,0.1409090909090909,0.8278368779032258,39.193548387096776,0.04076265614727153,20.967741935483872
AAAA945,BA1516,2023-02-14,2023-02-14,BA,Scheduled,,,188,1782,400,87013,London,Edinburgh,665,789,Boeing,0.02456933,550.0,0,0,2.0,2.0,Tuesday  ,462.8351063829787,130.84661654135337,0.3418181818181818,0.08690747047872341,9.47872340425532,0.28270676691729324,212.7659574468085
AAAA843,BA1702,2023-02-14,2023-02-14,BA,Completed,Y,1.0,65,1566,18,7750,Aberdeen,London,703,73W,Boeing,0.041417,189.0,0,1,2.0,2.0,Tuesday  ,119.23076923076923,11.024182076813656,0.3439153439153439,0.4479407846153846,24.092307692307692,0.09246088193456614,27.692307692307693
AAAA576,BA1997,2023-02-14,2023-02-14,BA,Cancelled,,,132,1746,19,10559,Lisbon,London,1846,73H,Boeing,0.03374483,440.0,1,0,2.0,2.0,Tuesday  ,79.99242424242425,5.719934994582882,0.3,0.4719163346969697,13.227272727272727,0.07150595882990249,14.393939393939394
AAAA397,BA2001,2023-02-14,2023-02-14,BA,Completed,N,0.0,68,1728,720,0,Lisbon,London,1846,73J,Boeing,0.02430067,330.0,0,0,2.0,2.0,Tuesday  ,0.0,0.0,0.20606060606060606,0.6596917179411764,25.41176470588235,0.03683640303358613,1058.8235294117646
AAAA977,BA2351,2023-02-14,2023-02-14,BA,Scheduled,,,0,3060,22,43559,Krakow,London,1073,332,Airbus,1.64350667,406.0,0,0,2.0,2.0,Tuesday  ,,40.595526561043805,0.0,,,0.0,
AAAA1006,BA2355,2023-02-14,2023-02-14,BA,Cancelled,,,99,2430,2680,10550,Krakow,London,1073,73J,Boeing,0.02430067,330.0,1,0,2.0,2.0,Tuesday  ,106.56565656565657,9.832246039142591,0.3,0.263379988989899,24.545454545454547,0.09226467847157502,2707.0707070707067
AAAA946,BA933,2023-02-14,2023-02-14,BA,Cancelled,,,99,2430,520,0,Port of Spain,London,0,789,Boeing,0.02456933,550.0,1,0,2.0,2.0,Tuesday  ,0.0,,0.18,,24.545454545454547,,525.2525252525253
AAAA926,BA1371,2023-02-15,2023-02-15,BA,Cancelled,,,0,1764,48,0,Gothenburg,London,763,789,Boeing,0.02456933,550.0,1,0,2.0,3.0,Wednesday,,0.0,0.0,,,0.0,
AAAA652,BA1377,2023-02-15,2023-02-15,BA,Cancelled,,,0,1566,560,43559,London,Helsinki,1521,332,Airbus,1.64350667,406.0,1,0,2.0,3.0,Wednesday,,28.638395792241948,0.0,,,0.0,
AAAA857,BA1712,2023-02-15,2023-02-15,BA,Completed,N,0.0,93,2034,2360,0,London,Aberdeen,703,772,Boeing,0.02009067,220.0,0,0,2.0,3.0,Wednesday,0.0,0.0,0.42272727272727273,0.15186818290322582,21.870967741935484,0.13229018492176386,2537.6344086021504
AAAA298,BA1730,2023-02-15,2023-02-15,BA,Completed,Y,1.0,0,1314,33,11215,Aarhus,London,583,E90,Embraer,0.03912337,380.0,0,1,2.0,3.0,Wednesday,,19.236706689536877,0.0,,,0.0,
AAAA342,BA2004,2023-02-15,2023-02-15,BA,Scheduled,,,95,1566,24,20600,Madrid,London,1460,E90,Embraer,0.03912337,380.0,0,0,2.0,3.0,Wednesday,216.8421052631579,14.10958904109589,0.25,0.6012644231578947,16.48421052631579,0.06506849315068493,25.263157894736842
AAAA388,BA2342,2023-02-15,2023-02-15,BA,Completed,Y,1.0,50,3060,0,43559,London,Basel,560,,,,,0,1,2.0,3.0,Wednesday,871.18,77.78392857142858,,,61.2,0.08928571428571429,0.0
AAAA270,BA1771,2023-02-16,2023-02-16,BA,Scheduled,,,0,6768,400,10559,London,Valencia,1481,332,Airbus,1.64350667,406.0,0,0,2.0,4.0,Thursday ,,7.129642133693451,0.0,,,0.0,
AAAA762,BA2005,2023-02-16,2023-02-16,BA,Completed,N,0.0,148,1890,400,38353,London,Madrid,1460,332,Airbus,1.64350667,406.0,0,0,2.0,4.0,Thursday ,259.1418918918919,26.269178082191782,0.3645320197044335,16.212971204054053,12.77027027027027,0.10136986301369863,270.27027027027026
AAAA655,BA2008,2023-02-16,2023-02-16,BA,Scheduled,,,326,1224,0,25400,Madrid,London,1460,E90,Embraer,0.03912337,380.0,0,0,2.0,4.0,Thursday ,77.91411042944786,17.397260273972602,0.8578947368421053,0.1752150926380368,3.754601226993865,0.2232876712328767,0.0
AAAA971,BA542,2023-02-16,2023-02-16,BA,Scheduled,,,161,1242,2360,43253,Dubai,London,5168,789,Boeing,0.02456933,550.0,0,0,2.0,4.0,Thursday ,268.6521739130435,8.36938854489164,0.2927272727272727,0.7886602325465839,7.714285714285714,0.031153250773993807,1465.8385093167701
AAAA835,BA1534,2023-02-17,2023-02-17,BA,Scheduled,,,100,1764,520,10300,Toulouse,London,997,,,,,0,0,2.0,5.0,Friday   ,103.0,10.330992978936811,,,17.64,0.10030090270812438,520.0
AAAA524,BA1748,2023-02-17,2023-02-17,BA,Completed,N,0.0,113,1242,440,46006,London,Glasgow,717,772,Boeing,0.02009067,220.0,0,0,2.0,5.0,Friday   ,407.13274336283183,64.16457461645746,0.5136363636363637,0.12747796805309736,10.991150442477876,0.15760111576011157,389.3805309734513
AAAA696,BA2343,2023-02-17,2023-02-17,BA,Scheduled,,,27,3132,0,30854,Basel,London,560,73J,Boeing,0.02430067,330.0,0,0,2.0,5.0,Friday   ,1142.7407407407406,55.09642857142857,0.08181818181818182,0.5040138962962963,116.0,0.048214285714285716,0.0
AAAA273,BA499,2023-02-17,2023-02-17,BA,Completed,N,0.0,120,2034,600,14353,London,Riyadh,4639,,,,,0,0,2.0,5.0,Friday   ,119.60833333333333,3.093985772795861,,,16.95,0.02586764388876913,500.0
AAAA776,BA894,2023-02-17,2023-02-17,BA,Completed,N,0.0,0,2430,10,61623,London,Panama City,8812,295,Boeing,0.04320443,400.0,0,0,2.0,5.0,Friday   ,,6.993077621425329,0.0,,,0.0,
AAAA297,BA1390,2023-02-18,2023-02-18,BA,Cancelled,,,46,2430,29,10303,Linköping,London,957,772,Boeing,0.02009067,220.0,1,0,2.0,6.0,Saturday ,223.97826086956522,10.765935214211076,0.20909090909090908,0.4179732867391304,52.82608695652174,0.04806687565308255,63.04347826086957
AAAA942,BA1510,2023-02-18,2023-02-18,BA,Cancelled,,,1,1728,0,129263,Edinburgh,London,665,73W,Boeing,0.041417,189.0,1,0,2.0,6.0,Saturday ,129263.0,194.38045112781955,0.005291005291005291,27.542305,1728.0,0.0015037593984962407,0.0
AAAA564,BA1702,2023-02-18,2023-02-18,BA,Completed,N,0.0,62,2430,0,30706,Aberdeen,London,703,772,Boeing,0.02009067,220.0,0,0,2.0,6.0,Saturday ,495.258064516129,43.67852062588905,0.2818181818181818,0.2278022743548387,39.193548387096776,0.08819345661450925,0.0
AAAA693,BA922,2023-02-18,2023-02-18,BA,Completed,N,0.0,376,1746,800,10550,Kralendijk,London,0,73J,Boeing,0.02430067,330.0,0,0,2.0,6.0,Saturday ,28.05851063829787,,1.1393939393939394,,4.6436170212765955,,212.7659574468085
AAAA556,BA1381,2023-02-19,2023-02-19,BA,Cancelled,,,277,0,720,68612,Helsinki,London,1521,789,Boeing,0.02456933,550.0,1,0,2.0,0.0,Sunday   ,247.69675090252707,45.109796186719265,0.5036363636363637,0.13490957014440433,0.0,0.18211702827087442,259.927797833935
AAAA125,BA1398,2023-02-20,2023-02-20,BA,Cancelled,,,62,972,18,61623,London,Bergen,888,73W,Boeing,0.041417,189.0,1,0,2.0,1.0,Monday   ,993.9193548387096,69.39527027027027,0.328042328042328,0.5931983225806452,15.67741935483871,0.06981981981981981,29.03225806451613
AAAA874,BA1538,2023-02-20,2023-02-20,BA,Scheduled,,,65,1764,600,5203,London,Toulouse,997,,,,,0,0,2.0,1.0,Monday   ,80.04615384615384,5.218655967903711,,,27.138461538461538,0.06519558676028084,923.076923076923
AAAA798,BA2002,2023-02-20,2023-02-20,BA,Completed,Y,1.0,46,1530,5,38353,London,Lisbon,1846,73H,Boeing,0.03374483,440.0,0,1,2.0,1.0,Monday   ,833.7608695652174,20.776273022751894,0.10454545454545454,1.3541946995652174,33.26086956521739,0.024918743228602384,10.869565217391305
AAAA701,BA2006,2023-02-20,2023-02-20,BA,Completed,N,0.0,97,414,0,3900,Madrid,London,1460,332,Airbus,1.64350667,406.0,0,0,2.0,1.0,Monday   ,40.20618556701031,2.671232876712329,0.23891625615763548,24.737316888659795,4.268041237113402,0.06643835616438357,0.0
AAAA660,BA894,2023-02-20,2023-02-20,BA,Scheduled,,,73,2934,24,175471,London,Panama City,8812,772,Boeing,0.02009067,220.0,0,0,2.0,1.0,Monday   ,2403.7123287671234,19.912732637312754,0.33181818181818185,2.425191562191781,40.19178082191781,0.008284157966409442,32.87671232876712
AAAA849,BA907,2023-02-20,2023-02-20,BA,Completed,N,0.0,135,1674,1080,11456,Oranjestad,Kralendijk,193,E75,Embraer,0.06596092,88.0,0,0,2.0,1.0,Monday   ,84.85925925925926,59.35751295336787,1.5340909090909092,0.09429968562962963,12.4,0.6994818652849741,800.0
AAAA918,BA1444,2023-02-21,2023-02-21,BA,Cancelled,,,68,2430,1160,19856,Paris,London,398,E75,Embraer,0.06596092,88.0,1,0,2.0,2.0,Tuesday  ,292.0,49.88944723618091,0.7727272727272727,0.38606538470588236,35.73529411764706,0.1708542713567839,1705.8823529411764
AAAA972,BA1516,2023-02-21,2023-02-21,BA,Completed,N,0.0,48,1530,480,25400,London,Edinburgh,665,,,,,0,0,2.0,2.0,Tuesday  ,529.1666666666666,38.19548872180451,,,31.875,0.07218045112781955,1000.0
AAAA683,BA1538,2023-02-21,2023-02-21,BA,Scheduled,,,188,1314,16,25400,London,Toulouse,997,E75,Embraer,0.06596092,88.0,0,0,2.0,2.0,Tuesday  ,135.10638297872342,25.476429287863592,2.1363636363636362,0.3498033895744681,6.98936170212766,0.18856569709127383,8.51063829787234
AAAA659,BA1700,2023-02-21,2023-02-21,BA,Scheduled,,,0,1566,760,48765,London,Aberdeen,703,,,,,0,0,2.0,2.0,Tuesday  ,,69.3669985775249,,,,0.0,
AAAA1007,BA1706,2023-02-21,2023-02-21,BA,Completed,Y,1.0,0,1764,24,9453,Aberdeen,London,703,332,Airbus,1.64350667,406.0,0,1,2.0,2.0,Tuesday  ,,13.446657183499289,0.0,,,0.0,
AAAA890,BA1712,2023-02-21,2023-02-21,BA,Scheduled,,,48,3060,18,10550,London,Aberdeen,703,295,Boeing,0.04320443,400.0,0,0,2.0,2.0,Tuesday  ,219.79166666666666,15.007112375533428,0.12,0.6327648810416666,63.75,0.06827880512091039,37.5
AAAA736,BA2002,2023-02-21,2023-02-21,BA,Cancelled,,,36,1278,2360,0,London,Lisbon,1846,332,Airbus,1.64350667,406.0,1,0,2.0,2.0,Tuesday  ,0.0,0.0,0.08866995073891626,84.27536980055555,35.5,0.01950162513542795,6555.555555555556
AAAA754,BA2007,2023-02-21,2023-02-21,BA,Completed,N,0.0,68,1620,10,48765,London,Madrid,1460,332,Airbus,1.64350667,406.0,0,0,2.0,2.0,Tuesday  ,717.1323529411765,33.40068493150685,0.16748768472906403,35.287054973529415,23.823529411764707,0.04657534246575343,14.705882352941178
AAAA269,BA499,2023-02-21,2023-02-21,BA,Scheduled,,,0,1800,13,87013,London,Riyadh,4639,295,Boeing,0.04320443,400.0,0,0,2.0,2.0,Tuesday  ,,18.75684414744557,0.0,,,0.0,
AAAA486,BA1371,2023-02-22,2023-02-22,BA,Completed,N,0.0,68,1764,19,45900,Gothenburg,London,763,73J,Boeing,0.02430067,330.0,0,0,2.0,3.0,Wednesday,675.0,60.15727391874181,0.20606060606060606,0.2726678119117647,25.941176470588236,0.0891218872870249,27.941176470588236
AAAA883,BA1377,2023-02-22,2023-02-22,BA,Cancelled,,,36,1566,440,0,London,Helsinki,1521,73W,Boeing,0.041417,189.0,1,0,2.0,3.0,Wednesday,0.0,0.0,0.19047619047619047,1.74986825,43.5,0.023668639053254437,1222.2222222222222
AAAA521,BA1787,2023-02-22,2023-02-22,BA,Completed,N,0.0,326,2430,920,17268,Norwich,London,239,73H,Boeing,0.03374483,440.0,0,0,2.0,3.0,Wednesday,52.969325153374236,72.2510460251046,0.740909090909091,0.024739307883435584,7.45398773006135,1.3640167364016735,282.2085889570552
AAAA530,BA2001,2023-02-22,2023-02-22,BA,Cancelled,,,135,1692,440,45455,Lisbon,London,1846,E75,Embraer,0.06596092,88.0,1,0,2.0,3.0,Wednesday,336.7037037037037,24.623510292524376,1.5340909090909092,0.9019545060740741,12.533333333333333,0.07313109425785481,325.9259259259259
AAAA692,BA2008,2023-02-22,2023-02-22,BA,Completed,N,0.0,264,900,68,68612,Madrid,London,1460,789,Boeing,0.02456933,550.0,0,0,2.0,3.0,Wednesday,259.8939393939394,46.99452054794521,0.48,0.13587584015151516,3.409090909090909,0.18082191780821918,25.757575757575758
AAAA684,BA891,2023-02-22,2023-02-22,BA,Completed,N,0.0,23,3294,680,9453,London,Quito,9551,772,Boeing,0.02009067,220.0,0,0,2.0,3.0,Wednesday,411.0,0.9897392943147314,0.10454545454545454,8.342869094347826,143.2173913043478,0.0024081248036854777,2956.521739130435
AAAA434,BA893,2023-02-22,2023-02-22,BA,Cancelled,,,0,648,0,43700,Quito,Guayaquil,282,789,Boeing,0.02456933,550.0,1,0,2.0,3.0,Wednesday,,154.96453900709218,0.0,,,0.0,
AAAA771,BA1444,2023-02-23,2023-02-23,BA,Cancelled,,,138,1602,0,0,Paris,London,398,,,,,1,0,2.0,4.0,Thursday ,0.0,0.0,,,11.608695652173912,0.34673366834170855,0.0
AAAA958,BA1739,2023-02-23,2023-02-23,BA,Cancelled,,,90,2934,16,17368,Glasgow,London,717,,,,,1,0,2.0,4.0,Thursday ,192.9777777777778,24.2231520223152,,,32.6,0.12552301255230125,17.77777777777778
AAAA184,BA2001,2023-02-23,2023-02-23,BA,Completed,N,0.0,163,4752,6,43259,Lisbon,London,1846,,,,,0,0,2.0,4.0,Thursday ,265.39263803680984,23.43391115926327,,,29.153374233128833,0.08829902491874322,3.6809815950920246
AAAA301,BA543,2023-02-23,2023-02-23,BA,Completed,N,0.0,326,1566,720,28106,London,Kuwait City,4355,73J,Boeing,0.02430067,330.0,0,0,2.0,4.0,Thursday ,86.21472392638037,6.453731343283582,0.9878787878787879,0.3246301161042945,4.803680981595092,0.0748564867967853,220.8588957055215
AAAA404,BA543,2023-02-23,2023-02-23,BA,Completed,N,0.0,97,0,680,464,London,Kuwait City,4355,772,Boeing,0.02009067,220.0,0,0,2.0,4.0,Thursday ,4.783505154639175,0.10654420206659013,0.4409090909090909,0.9020089469072164,0.0,0.02227324913892078,701.0309278350516
AAAA119,BA948,2023-02-23,2023-02-23,BA,Completed,N,0.0,183,1170,24,68612,São Paulo,London,9775,332,Airbus,1.64350667,406.0,0,0,2.0,4.0,Thursday ,374.92896174863387,7.019130434782609,0.45073891625615764,87.78840272814207,6.39344262295082,0.018721227621483375,13.114754098360656
AAAA667,BA1709,2023-02-24,2023-02-24,BA,Cancelled,,,189,0,22,73759,Aberdeen,London,703,332,Airbus,1.64350667,406.0,1,0,2.0,5.0,Friday   ,390.25925925925924,104.9203413940256,0.46551724137931033,6.1131491482010585,0.0,0.26884779516358465,11.64021164021164
AAAA414,BA2351,2023-02-24,2023-02-24,BA,Scheduled,,,170,828,24,14353,Krakow,London,1073,332,Airbus,1.64350667,406.0,0,0,2.0,5.0,Friday   ,84.42941176470588,13.376514445479962,0.4187192118226601,10.373427393588235,4.870588235294117,0.15843429636533085,14.117647058823529
AAAA697,BA544,2023-02-24,2023-02-24,BA,Scheduled,,,84,1692,1080,0,Muscat,Kuwait City,1201,73H,Boeing,0.03374483,440.0,0,0,2.0,5.0,Friday   ,0.0,0.0,0.19090909090909092,0.48247072416666664,20.142857142857142,0.06994171523730225,1285.7142857142858
AAAA752,BA1377,2023-02-25,2023-02-25,BA,Completed,N,0.0,0,3132,29,7650,London,Helsinki,1521,73J,Boeing,0.02430067,330.0,0,0,2.0,6.0,Saturday ,,5.029585798816568,0.0,,,0.0,
AAAA786,BA1382,2023-02-25,2023-02-25,BA,Cancelled,,,132,2898,18,38100,London,Helsinki,1521,,,,,1,0,2.0,6.0,Saturday ,288.6363636363636,25.04930966469428,,,21.954545454545453,0.08678500986193294,13.636363636363635
AAAA114,BA1997,2023-02-25,2023-02-25,BA,Cancelled,,,71,0,1080,68612,Lisbon,London,1846,73H,Boeing,0.03374483,440.0,1,0,2.0,6.0,Saturday ,966.3661971830986,37.16793066088841,0.16136363636363638,0.87736558,0.0,0.038461538461538464,1521.1267605633802
AAAA519,BA2005,2023-02-25,2023-02-25,BA,Cancelled,,,35,2376,1280,30854,London,Madrid,1460,789,Boeing,0.02456933,550.0,1,0,2.0,6.0,Saturday ,881.5428571428571,21.132876712328766,0.06363636363636363,1.0248920514285715,67.88571428571429,0.023972602739726026,3657.142857142857
AAAA186,BA935,2023-02-25,2023-02-25,BA,Cancelled,,,161,2898,720,51112,London,São Paulo,9775,772,Boeing,0.02009067,220.0,1,0,2.0,6.0,Saturday ,317.46583850931677,5.228849104859335,0.7318181818181818,1.2197906785714285,18.0,0.01647058823529412,447.20496894409933
AAAA544,BA1712,2023-02-26,2023-02-26,BA,Scheduled,,,113,1602,13,18503,London,Aberdeen,703,295,Boeing,0.04320443,400.0,0,0,2.0,0.0,Sunday   ,163.7433628318584,26.320056899004268,0.2825,0.2687850822123894,14.176991150442477,0.16073968705547653,11.504424778761061
AAAA292,BA1753,2023-02-26,2023-02-26,BA,Completed,N,0.0,4,1260,1,15962,Humberside,London,370,,,,,0,0,2.0,0.0,Sunday   ,3990.5,43.14054054054054,,,315.0,0.010810810810810811,25.0
AAAA921,BA2000,2023-02-26,2023-02-26,BA,Scheduled,,,264,1566,29,16456,London,Lisbon,1846,295,Boeing,0.04320443,400.0,0,0,2.0,0.0,Sunday   ,62.333333333333336,8.914409534127843,0.66,0.3021037037121212,5.931818181818182,0.14301191765980498,10.984848484848484
AAAA508,BA2005,2023-02-26,2023-02-26,BA,Scheduled,,,130,2934,520,59002,London,Madrid,1460,789,Boeing,0.02456933,550.0,0,0,2.0,0.0,Sunday   ,453.8615384615385,40.412328767123284,0.23636363636363636,0.2759324753846154,22.56923076923077,0.08904109589041095,400.0
AAAA433,BA2338,2023-02-26,2023-02-26,BA,Scheduled,,,105,2898,1160,10900,London,Budapest,1166,772,Boeing,0.02009067,220.0,0,0,2.0,0.0,Sunday   ,103.80952380952381,9.34819897084048,0.4772727272727273,0.22310210685714285,27.6,0.09005145797598628,1104.7619047619048
AAAA373,BA499,2023-02-26,2023-02-26,BA,Cancelled,,,264,2196,2360,0,London,Riyadh,4639,295,Boeing,0.04320443,400.0,1,0,2.0,0.0,Sunday   ,0.0,0.0,0.66,0.7591869347348484,8.318181818181818,0.05690881655529209,893.939393939394
AAAA209,BA504,2023-02-26,2023-02-26,BA,Completed,Y,1.0,87,0,0,45753,Dammam,London,4705,772,Boeing,0.02009067,220.0,0,1,2.0,0.0,Sunday   ,525.8965517241379,9.72433581296493,0.39545454545454545,1.0865126706896553,0.0,0.01849096705632306,0.0
AAAA985,BA935,2023-02-26,2023-02-26,BA,Completed,N,0.0,132,3060,640,78708,London,São Paulo,9775,789,Boeing,0.02456933,550.0,0,0,2.0,0.0,Sunday   ,596.2727272727273,8.051969309462915,0.24,1.8194333390151516,23.181818181818183,0.01350383631713555,484.8484848484849
AAAA988,BA1374,2023-02-27,2023-02-27,BA,Cancelled,,,99,1746,720,20600,Helsinki,London,1521,73J,Boeing,0.02430067,330.0,1,0,2.0,1.0,Monday   ,208.08080808080808,13.543721236028928,0.3,0.37334665727272726,17.636363636363637,0.0650887573964497,727.2727272727273
AAAA628,BA1705,2023-02-27,2023-02-27,BA,Completed,N,0.0,135,2916,33,0,London,Aberdeen,703,772,Boeing,0.02009067,220.0,0,0,2.0,1.0,Monday   ,0.0,0.0,0.6136363636363636,0.10462030377777778,21.6,0.19203413940256045,24.444444444444443
AAAA423,BA1774,2023-02-27,2023-02-27,BA,Cancelled,,,99,0,48,103747,London,Valencia,1481,E75,Embraer,0.06596092,88.0,1,0,2.0,1.0,Monday   ,1047.949494949495,70.05199189736665,1.125,0.9867487123232324,0.0,0.06684672518568535,48.484848484848484
AAAA319,BA1378,2023-02-28,2023-02-28,BA,Cancelled,,,183,3402,14,17368,Helsinki,London,1521,772,Boeing,0.02009067,220.0,1,0,2.0,2.0,Tuesday  ,94.90710382513662,11.418803418803419,0.8318181818181818,0.16698310967213115,18.59016393442623,0.1203155818540434,7.650273224043716
AAAA763,BA1388,2023-02-28,2023-02-28,BA,Completed,N,0.0,180,18,1360,0,Trondheim,London,1289,295,Boeing,0.04320443,400.0,0,0,2.0,2.0,Tuesday  ,0.0,0.0,0.45,0.30939172372222223,0.1,0.13964313421256788,755.5555555555555
AAAA123,BA905,2023-02-28,2023-02-28,BA,Cancelled,,,71,2430,34,11215,Panama City,London,8812,E90,Embraer,0.03912337,380.0,1,0,2.0,2.0,Tuesday  ,157.95774647887325,1.2726963231956423,0.1868421052631579,4.855706147042254,34.225352112676056,0.00805719473445302,47.88732394366197
AAAA527,BA955,2023-02-28,2023-02-28,BA,Cancelled,,,93,1746,680,40706,Manila,Bangkok,2187,772,Boeing,0.02009067,220.0,1,0,2.0,2.0,Tuesday  ,437.6989247311828,18.61271147690901,0.42272727272727273,0.47245478806451613,18.774193548387096,0.04252400548696845,731.1827956989247
AAAA700,BA1381,2023-03-01,2023-03-01,BA,Completed,N,0.0,163,1170,760,103747,Helsinki,London,1521,332,Airbus,1.64350667,406.0,0,0,3.0,3.0,Wednesday,636.4846625766871,68.20973044049967,0.4014778325123153,15.336034632331287,7.177914110429448,0.1071663379355687,466.25766871165644
AAAA411,BA1516,2023-03-01,2023-03-01,BA,Completed,N,0.0,89,2430,600,17268,London,Edinburgh,665,789,Boeing,0.02456933,550.0,0,0,3.0,3.0,Wednesday,194.02247191011236,25.96691729323308,0.1618181818181818,0.1835798252808989,27.303370786516854,0.13383458646616542,674.1573033707865
AAAA760,BA1722,2023-03-01,2023-03-01,BA,Cancelled,,,0,1674,2360,10056,London,Nantes,732,73H,Boeing,0.03374483,440.0,1,0,3.0,3.0,Wednesday,,13.737704918032787,0.0,,,0.0,
AAAA351,BA1729,2023-03-01,2023-03-01,BA,Completed,N,0.0,96,1278,680,10450,London,Aarhus,583,,,,,0,0,3.0,3.0,Wednesday,108.85416666666667,17.92452830188679,,,13.3125,0.1646655231560892,708.3333333333333
AAAA481,BA1729,2023-03-01,2023-03-01,BA,Scheduled,,,191,0,31,17368,London,Aarhus,583,73J,Boeing,0.02430067,330.0,0,0,3.0,3.0,Wednesday,90.93193717277487,29.79073756432247,0.5787878787878787,0.07417429638743456,0.0,0.3276157804459691,16.230366492146597
AAAA909,BA2341,2023-03-01,2023-03-01,BA,Cancelled,,,98,4986,2000,18503,Basel,London,560,332,Airbus,1.64350667,406.0,1,0,3.0,3.0,Wednesday,188.80612244897958,33.04107142857143,0.2413793103448276,9.391466685714287,50.87755102040816,0.175,2040.8163265306123
AAAA859,BA891,2023-03-01,2023-03-01,BA,Scheduled,,,97,630,17,175471,London,Quito,9551,332,Airbus,1.64350667,406.0,0,0,3.0,3.0,Wednesday,1808.979381443299,18.372002931630195,0.23891625615763548,161.82610520793816,6.494845360824742,0.01015600460684745,17.525773195876287
AAAA135,BA894,2023-03-01,2023-03-01,BA,Completed,N,0.0,98,630,29,61623,London,Panama City,8812,,,,,0,0,3.0,3.0,Wednesday,628.8061224489796,6.993077621425329,,,6.428571428571429,0.01112119836586473,29.591836734693878
AAAA691,BA1388,2023-03-02,2023-03-02,BA,Scheduled,,,183,1278,17,18503,Trondheim,London,1289,,,,,0,0,3.0,4.0,Thursday ,101.10928961748634,14.354538401861909,,,6.983606557377049,0.14197051978277736,9.289617486338798
AAAA833,BA1702,2023-03-02,2023-03-02,BA,Scheduled,,,107,1710,11,100,Aberdeen,London,703,,,,,0,0,3.0,4.0,Thursday ,0.9345794392523364,0.1422475106685633,,,15.981308411214954,0.15220483641536273,10.2803738317757
AAAA462,BA1729,2023-03-02,2023-03-02,BA,Scheduled,,,0,2088,0,29995,London,Aarhus,583,295,Boeing,0.04320443,400.0,0,0,3.0,4.0,Thursday ,,51.449399656946824,0.0,,,0.0,
AAAA454,BA1730,2023-03-02,2023-03-02,BA,Scheduled,,,97,18,22,464,Aarhus,London,583,772,Boeing,0.02009067,220.0,0,0,3.0,4.0,Thursday ,4.783505154639175,0.7958833619210978,0.4409090909090909,0.12075114030927835,0.18556701030927836,0.16638078902229847,22.68041237113402
AAAA332,BA543,2023-03-02,2023-03-02,BA,Scheduled,,,56,1746,920,5203,London,Kuwait City,4355,73J,Boeing,0.02430067,330.0,0,0,3.0,4.0,Thursday ,92.91071428571429,1.1947187141216993,0.1696969696969697,1.8898110330357143,31.178571428571427,0.01285878300803674,1642.8571428571427
